Block Type,96well,,
Chemistry,SYBR_GREEN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\LCB\20190426\SSDA-0.eds,,
Experiment Run End Time,2019-04-26 13:05:40 PM PDT,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,SYBR,ROX
H5,84,20647.16211,33431.73828
H6,84,,
H7,84,90604.84375,36019.29688
H8,84,,
H9,84,-10637.58105,-2056.609863
H10,84,,
H11,84,,
H12,84,,
A1,85,-8230.59668,31478.82813
A2,85,,
A3,85,-7290.186523,39996.24219
A4,85,,
A5,85,-8828.289063,33753.69922
A6,85,,
A7,85,-9427.47168,35600.69141
A8,85,,
A9,85,-8369.570313,39735.64844
A10,85,,
A11,85,,
A12,85,,
B1,85,-11001.73535,29549.41602
B2,85,,
B3,85,-14691.97168,37353.95703
B4,85,,
B5,85,-13201.70508,32404.44531
B6,85,,
B7,85,-15048.69629,31501.18945
B8,85,,
B9,85,-11617.12793,33467.42969
B10,85,,
B11,85,,
B12,85,,
C1,85,-14033.06445,40070
C2,85,,
C3,85,-15976.49219,36191.96875
C4,85,,
C5,85,-18051.33203,32140.50391
C6,85,,
C7,85,-15077.65039,22771.11914
C8,85,,
C9,85,-13211.14258,35055.71875
C10,85,,
C11,85,,
C12,85,,
D1,85,-14914.97168,33767.35938
D2,85,,
D3,85,-16475.66016,32888.99219
D4,85,,
D5,85,-16016.50293,31099.9375
D6,85,,
D7,85,-14144.47559,22824.38086
D8,85,,
D9,85,-14050.24609,36538.05469
D10,85,,
D11,85,,
D12,85,,
E1,85,-14971.12305,35238.23047
E2,85,,
E3,85,-14778.74121,35582.0625
E4,85,,
E5,85,-14295.39063,36443.71094
E6,85,,
E7,85,-14510.85547,34922.19922
E8,85,,
E9,85,-14012.50293,31844.43164
E10,85,,
E11,85,,
E12,85,,
F1,85,-15296.6416,37644.52734
F2,85,,
F3,85,-14607.7832,35471.97266
F4,85,,
F5,85,-12609.40137,34638.17969
F6,85,,
F7,85,-15158.19434,35190.99219
F8,85,,
F9,85,-14244.28516,37922.42969
F10,85,,
F11,85,,
F12,85,,
G1,85,-13439.8916,33831.30078
G2,85,,
G3,85,-14335.8623,35293.23438
G4,85,,
G5,85,-14589.19434,36801.48828
G6,85,,
G7,85,-15151.51758,33829.19531
G8,85,,
G9,85,-13894.72559,44406.07422
G10,85,,
G11,85,,
G12,85,,
H1,85,-15189.14551,32020.86719
H2,85,,
H3,85,-14663.15625,36373.66016
H4,85,,
H5,85,-13432.44531,33928.39844
H6,85,,
H7,85,-15436.01465,35643.08203
H8,85,,
H9,85,-11178.36523,-2144.151367
H10,85,,
H11,85,,
H12,85,,
A1,86,292140.25,24704.51953
A2,86,,
A3,86,363473.875,30522.64844
A4,86,,
A5,86,320203.0313,23533.375
A6,86,,
A7,86,353272.3438,26003.99609
A8,86,,
A9,86,386372.7813,27646.61328
A10,86,,
A11,86,,
A12,86,,
B1,86,277438.8438,24038.49219
B2,86,,
B3,86,348388.0625,26859.58203
B4,86,,
B5,86,312024.4375,22375.90625
B6,86,,
B7,86,321732.125,23307.45703
B8,86,,
B9,86,324700.1875,23331.16797
B10,86,,
B11,86,,
B12,86,,
C1,86,361250.5938,30352.05469
C2,86,,
C3,86,340718.7188,26950.24609
C4,86,,
C5,86,311367.1875,23848.01172
C6,86,,
C7,86,344876.375,26417.26172
C8,86,,
C9,86,335839.1875,24119.91406
C10,86,,
C11,86,,
C12,86,,
D1,86,315886.25,26295.94922
D2,86,,
D3,86,314619.0938,24264.51563
D4,86,,
D5,86,303439.2813,23956.48047
D6,86,,
D7,86,312200.5313,25266.27734
D8,86,,
D9,86,389951.4688,30688.59766
D10,86,,
D11,86,,
D12,86,,
E1,86,310077.2813,27641.39453
E2,86,,
E3,86,340460.3438,27220.10156
E4,86,,
E5,86,344094.9688,28131.84375
E6,86,,
E7,86,328141.625,25902.55859
E8,86,,
E9,86,352935.5313,27142.05469
E10,86,,
E11,86,,
E12,86,,
F1,86,309843.8438,30645.375
F2,86,,
F3,86,287319.2188,27046.29297
F4,86,,
F5,86,305579.875,27353.83984
F6,86,,
F7,86,319632.4375,27446.27344
F8,86,,
F9,86,326140.0313,29121.91406
F10,86,,
F11,86,,
F12,86,,
G1,86,143624.4219,30379.09375
G2,86,,
G3,86,191718.6406,30560.94531
G4,86,,
G5,86,215179.8281,32154
G6,86,,
G7,86,217105.4844,29391.58008
G8,86,,
G9,86,268993.9688,39968.83984
G10,86,,
G11,86,,
G12,86,,
H1,86,38846.36328,31501.03125
H2,86,,
H3,86,50437.77734,34467.25
H4,86,,
H5,86,21537.73438,31476.78516
H6,86,,
H7,86,70135.13281,34505.69531
H8,86,,
H9,86,-10631.85352,-2059.541016
H10,86,,
H11,86,,
H12,86,,
A1,87,342129.5,23515.45703
A2,87,,
A3,87,423199.5313,29543.73828
A4,87,,
A5,87,357492.5938,23268.90625
A6,87,,
A7,87,393019.2188,25824.01172
A8,87,,
A9,87,435635.9375,26888.29297
A10,87,,
A11,87,,
A12,87,,
B1,87,317062.4688,22781.14063
B2,87,,
B3,87,406868.9063,25831.25781
B4,87,,
B5,87,343745.8125,22147.84375
B6,87,,
B7,87,341684.9063,22623.41797
B8,87,,
B9,87,360270.6875,23335.22656
B10,87,,
B11,87,,
B12,87,,
C1,87,419477.3125,29173.09375
C2,87,,
C3,87,397300.7813,25957.39063
C4,87,,
C5,87,338008.7188,23420.27344
C6,87,,
C7,87,370158.3438,26874.42969
C8,87,,
C9,87,371147.4375,23803.66406
C10,87,,
C11,87,,
C12,87,,
D1,87,368123.875,24868.33594
D2,87,,
D3,87,346994.9688,23845.82813
D4,87,,
D5,87,331367.3438,23991.91016
D6,87,,
D7,87,341130.25,26327.72656
D8,87,,
D9,87,416902.7813,30668.96875
D10,87,,
D11,87,,
D12,87,,
E1,87,371221.4063,26524.06641
E2,87,,
E3,87,381139.1875,26728.35547
E4,87,,
E5,87,377662.25,28063.67969
E6,87,,
E7,87,362512.2813,26513.20703
E8,87,,
E9,87,382639.0625,26965.37891
E10,87,,
E11,87,,
E12,87,,
F1,87,384936.2188,29142.92188
F2,87,,
F3,87,353755.2188,25776.14453
F4,87,,
F5,87,349154.375,26846.63672
F6,87,,
F7,87,360095.625,27369.37109
F8,87,,
F9,87,379948.8125,27854.64063
F10,87,,
F11,87,,
F12,87,,
G1,87,287329.375,29021.03906
G2,87,,
G3,87,311323.375,28340.44141
G4,87,,
G5,87,307439.4688,30568.77734
G6,87,,
G7,87,294209,28410.90625
G8,87,,
G9,87,368919.0625,38575.25781
G10,87,,
G11,87,,
G12,87,,
H1,87,151890.8906,31964.26563
H2,87,,
H3,87,156571.2813,34943.72656
H4,87,,
H5,87,34355.10547,32980.59375
H6,87,,
H7,87,152661.1719,34986.24219
H8,87,,
H9,87,-10623.18555,-2065.468262
H10,87,,
H11,87,,
H12,87,,
A1,88,-8225.09375,31289.41211
A2,88,,
A3,88,-7517.118164,39997.78125
A4,88,,
A5,88,-8774.197266,33763.44531
A6,88,,
A7,88,-9412.879883,35550.48828
A8,88,,
A9,88,-8263.308594,39785.74609
A10,88,,
A11,88,,
A12,88,,
B1,88,-10844.52441,29758.76172
B2,88,,
B3,88,-14384.6748,37341.09375
B4,88,,
B5,88,-13010.60449,32341.06055
B6,88,,
B7,88,-14883.25488,31529.72852
B8,88,,
B9,88,-11452.47266,33081.92969
B10,88,,
B11,88,,
B12,88,,
C1,88,-14047.12207,39803.44141
C2,88,,
C3,88,-15960.70313,36241.33984
C4,88,,
C5,88,-18045.84375,32180.0625
C6,88,,
C7,88,-15049.49805,22695.69141
C8,88,,
C9,88,-13206.5127,34901.67188
C10,88,,
C11,88,,
C12,88,,
D1,88,-14916.31445,33423.45313
D2,88,,
D3,88,-16468.55273,32883.45703
D4,88,,
D5,88,-16018.26074,31191.41406
D6,88,,
D7,88,-14114.31738,22826.94727
D8,88,,
D9,88,-14080.99316,36643.71484
D10,88,,
D11,88,,
D12,88,,
E1,88,-14959.3457,35192.86719
E2,88,,
E3,88,-14765.89648,35475.10938
E4,88,,
E5,88,-14307.44531,36459.38672
E6,88,,
E7,88,-14510.99023,34890.00781
E8,88,,
E9,88,-14003.20313,32070.39258
E10,88,,
E11,88,,
E12,88,,
F1,88,-15249.05273,37476.43359
F2,88,,
F3,88,-14600.44824,35392.99609
F4,88,,
F5,88,-12695.99902,34521.35938
F6,88,,
F7,88,-15124.59961,35161.94531
F8,88,,
F9,88,-14253.37402,38417.48047
F10,88,,
F11,88,,
F12,88,,
G1,88,-13464.83984,33808.05469
G2,88,,
G3,88,-14316.08789,35303.27344
G4,88,,
G5,88,-14576.82813,36846.47266
G6,88,,
G7,88,-15135.20996,33787.21094
G8,88,,
G9,88,-13963.50781,44235.17969
G10,88,,
G11,88,,
G12,88,,
H1,88,-15200.31543,31971.97461
H2,88,,
H3,88,-14746.58398,36349.57422
H4,88,,
H5,88,-13447.91895,33963.3125
H6,88,,
H7,88,-15439.07617,35661.4375
H8,88,,
H9,88,-11168.89258,-2129.325684
H10,88,,
H11,88,,
H12,88,,
A1,89,293379,24580.8125
A2,89,,
A3,89,365190.25,30438.79297
A4,89,,
A5,89,319604.25,23331.56641
A6,89,,
A7,89,354516.375,25851.00391
A8,89,,
A9,89,387439.4375,27376.30859
A10,89,,
A11,89,,
A12,89,,
B1,89,275871.4375,23768.96094
B2,89,,
B3,89,348640.2813,26622.67578
B4,89,,
B5,89,309715.5938,21995.55078
B6,89,,
B7,89,320823.9688,23040.41406
B8,89,,
B9,89,323854.5938,23231.74609
B10,89,,
B11,89,,
B12,89,,
C1,89,360768.875,30033.88672
C2,89,,
C3,89,341925.7813,26824.38672
C4,89,,
C5,89,313266.0938,24001.49219
C6,89,,
C7,89,345468.0625,26292.51563
C8,89,,
C9,89,334398.5,23768.57422
C10,89,,
C11,89,,
C12,89,,
D1,89,317465.0625,26153.76563
D2,89,,
D3,89,317068.25,24290.17578
D4,89,,
D5,89,306701.7813,24135.94922
D6,89,,
D7,89,314447.2188,25366.01172
D8,89,,
D9,89,389967.5313,30340.14844
D10,89,,
D11,89,,
D12,89,,
E1,89,312237.6875,27263.61328
E2,89,,
E3,89,343847.75,27046.72266
E4,89,,
E5,89,347668.125,28020.57422
E6,89,,
E7,89,332330.8125,25974.20313
E8,89,,
E9,89,353343.3438,26719.5625
E10,89,,
E11,89,,
E12,89,,
F1,89,319757,29991.55078
F2,89,,
F3,89,298154.2188,26691.19531
F4,89,,
F5,89,312331,26692.14063
F6,89,,
F7,89,329536.8125,27225.04688
F8,89,,
F9,89,334430.0938,28539.69922
F10,89,,
F11,89,,
F12,89,,
G1,89,194281.2031,29179.73438
G2,89,,
G3,89,241315.1875,29137.83203
G4,89,,
G5,89,263016.3438,30732.32422
G6,89,,
G7,89,256664.4219,28097.31641
G8,89,,
G9,89,319683.5,38713.78516
G10,89,,
G11,89,,
G12,89,,
H1,89,81184.30469,31168.80469
H2,89,,
H3,89,98332.83594,33922.01563
H4,89,,
H5,89,32067.85156,31123.06445
H6,89,,
H7,89,131214.5313,33787.13281
H8,89,,
H9,89,-10601.70313,-2062.755615
H10,89,,
H11,89,,
H12,89,,
A1,90,341208.75,23365.35547
A2,90,,
A3,90,421821.9063,29408.46094
A4,90,,
A5,90,357263.125,23192.42188
A6,90,,
A7,90,392517.1563,25818.03906
A8,90,,
A9,90,434890.9063,26777.25
A10,90,,
A11,90,,
A12,90,,
B1,90,316483.0313,22793.23828
B2,90,,
B3,90,405712.5313,25669.4375
B4,90,,
B5,90,343745.125,22134.83594
B6,90,,
B7,90,340455.5938,22512.58984
B8,90,,
B9,90,359637.8438,23341.28516
B10,90,,
B11,90,,
B12,90,,
C1,90,418173.1875,29015.03906
C2,90,,
C3,90,396237.4063,25816.75391
C4,90,,
C5,90,336096.3125,23222.51172
C6,90,,
C7,90,370953.9375,26795.53516
C8,90,,
C9,90,369696.7813,23647.25
C10,90,,
C11,90,,
C12,90,,
D1,90,367079.4375,24721.48828
D2,90,,
D3,90,346902.4063,23790.6875
D4,90,,
D5,90,333765.6875,24350.57422
D6,90,,
D7,90,341311.0625,26206.27344
D8,90,,
D9,90,416112.4688,30393.83203
D10,90,,
D11,90,,
D12,90,,
E1,90,371379.8438,26403.47656
E2,90,,
E3,90,380951,26549.07422
E4,90,,
E5,90,382518.3438,28580.82031
E6,90,,
E7,90,364703.75,26563.71484
E8,90,,
E9,90,383241.8125,26742.21484
E10,90,,
E11,90,,
E12,90,,
F1,90,388050.0938,28853.35547
F2,90,,
F3,90,356683.5625,25538.64453
F4,90,,
F5,90,353636,26820.70703
F6,90,,
F7,90,364865.5313,27339.78906
F8,90,,
F9,90,385295.2188,27670.34766
F10,90,,
F11,90,,
F12,90,,
G1,90,313418.3438,27843.92578
G2,90,,
G3,90,336284.7813,27276.98438
G4,90,,
G5,90,334217.0313,29102.67578
G6,90,,
G7,90,318994.3438,27268.83984
G8,90,,
G9,90,401781.3438,37391.27734
G10,90,,
G11,90,,
G12,90,,
H1,90,214393.8281,30500.13672
H2,90,,
H3,90,222419.2031,33237.50781
H4,90,,
H5,90,47035.875,32614.74219
H6,90,,
H7,90,221942.0625,33443.10938
H8,90,,
H9,90,-10608.52344,-2050.217285
H10,90,,
H11,90,,
H12,90,,
A1,91,-6939.436523,31229.6875
A2,91,,
A3,91,-6457.827637,39924.01172
A4,91,,
A5,91,-8498.275391,33742.71094
A6,91,,
A7,91,-9166.900391,35558.49609
A8,91,,
A9,91,-7880.803711,39619.85156
A10,91,,
A11,91,,
A12,91,,
B1,91,-10499.25195,29762.61523
B2,91,,
B3,91,-13514.74121,37175.03906
B4,91,,
B5,91,-12802.99023,32470.40625
B6,91,,
B7,91,-14706.09961,31551.60742
B8,91,,
B9,91,-11238.31055,33334.25781
B10,91,,
B11,91,,
B12,91,,
C1,91,-13845.24707,39792.23828
C2,91,,
C3,91,-15822.0918,36142.09375
C4,91,,
C5,91,-17919.97852,31940.53516
C6,91,,
C7,91,-14993.7168,22546.87305
C8,91,,
C9,91,-13139.66797,34790.19141
C10,91,,
C11,91,,
C12,91,,
D1,91,-14878.86621,33514.85938
D2,91,,
D3,91,-16446.26953,32863.84766
D4,91,,
D5,91,-15982.56445,31293.91211
D6,91,,
D7,91,-14111.33496,22686.35742
D8,91,,
D9,91,-14035.22363,36305.35156
D10,91,,
D11,91,,
D12,91,,
E1,91,-14924.58008,35120.29297
E2,91,,
E3,91,-14751.39844,35498.96875
E4,91,,
E5,91,-14298.77344,36650.36719
E6,91,,
E7,91,-14486.61035,34741.40625
E8,91,,
E9,91,-13982.82422,31700.10156
E10,91,,
E11,91,,
E12,91,,
F1,91,-15229.10547,37391.15625
F2,91,,
F3,91,-14579.32129,35309.55469
F4,91,,
F5,91,-12696.91406,34743.92969
F6,91,,
F7,91,-15088.5791,35172.23047
F8,91,,
F9,91,-14226.48145,37896.45313
F10,91,,
F11,91,,
F12,91,,
G1,91,-13412.75586,33739.38672
G2,91,,
G3,91,-14306.38379,35298.23828
G4,91,,
G5,91,-14555.14453,36639.15234
G6,91,,
G7,91,-15161.84375,33814.14063
G8,91,,
G9,91,-13876.01367,44367.93359
G10,91,,
G11,91,,
G12,91,,
H1,91,-15171.77246,31985.83398
H2,91,,
H3,91,-14793.8291,36304.44922
H4,91,,
H5,91,-13439.07715,34011.08984
H6,91,,
H7,91,-15461.08008,35675.30859
H8,91,,
H9,91,-11215.09668,-2125.46875
H10,91,,
H11,91,,
H12,91,,
A1,92,293467.5313,24430.35156
A2,92,,
A3,92,365886.2813,30301.60938
A4,92,,
A5,92,319868.9375,23260.54297
A6,92,,
A7,92,354592.5938,25814.15625
A8,92,,
A9,92,387457.3438,27377.22656
A10,92,,
A11,92,,
A12,92,,
B1,92,277254.9063,23825.34766
B2,92,,
B3,92,350088.5938,26611.40234
B4,92,,
B5,92,310793.6563,22023.91406
B6,92,,
B7,92,319843.7813,22851.84375
B8,92,,
B9,92,325628.5625,23354.61719
B10,92,,
B11,92,,
B12,92,,
C1,92,362312.8438,29908.58203
C2,92,,
C3,92,342769.1563,26729.86719
C4,92,,
C5,92,311666.2188,23681.39063
C6,92,,
C7,92,346193.0625,26386.76563
C8,92,,
C9,92,334656.4375,23759.39063
C10,92,,
C11,92,,
C12,92,,
D1,92,318067.3438,25919.59766
D2,92,,
D3,92,317618.8438,24143.72656
D4,92,,
D5,92,309193.7813,24348.40625
D6,92,,
D7,92,315735.6563,25468.00781
D8,92,,
D9,92,390118.4063,30243.28906
D10,92,,
D11,92,,
D12,92,,
E1,92,314148.625,27093.59375
E2,92,,
E3,92,344880.75,26818.09766
E4,92,,
E5,92,350979.7813,28170.46094
E6,92,,
E7,92,334170.75,25979.01953
E8,92,,
E9,92,354462,26563.21094
E10,92,,
E11,92,,
E12,92,,
F1,92,325304.0313,29588.35547
F2,92,,
F3,92,302848.2188,26289.51953
F4,92,,
F5,92,319556.9688,26720.62109
F6,92,,
F7,92,333570.5313,26926.54688
F8,92,,
F9,92,339349.6875,28221.38672
F10,92,,
F11,92,,
F12,92,,
G1,92,230258.0781,28220.72656
G2,92,,
G3,92,273529.9375,28147.14453
G4,92,,
G5,92,292370.4688,29356.45313
G6,92,,
G7,92,281582.9688,27143.35938
G8,92,,
G9,92,350348.5625,37675.08984
G10,92,,
G11,92,,
G12,92,,
H1,92,136220.4688,30345.11719
H2,92,,
H3,92,158153.7188,32882.625
H4,92,,
H5,92,40463.54688,30996.70117
H6,92,,
H7,92,199540.5781,32470.41602
H8,92,,
H9,92,-10630.01855,-2046.166016
H10,92,,
H11,92,,
H12,92,,
A1,93,340973.5,23438.95313
A2,93,,
A3,93,421698.125,29476.23047
A4,93,,
A5,93,354907.2813,23067.3125
A6,93,,
A7,93,391672.75,25701.30859
A8,93,,
A9,93,432290.6563,26632.71094
A10,93,,
A11,93,,
A12,93,,
B1,93,315618.4688,22705.72656
B2,93,,
B3,93,405331.2813,25622.42188
B4,93,,
B5,93,341284.75,21914.01953
B6,93,,
B7,93,340596.5625,22587.17969
B8,93,,
B9,93,361343.5,23648.22656
B10,93,,
B11,93,,
B12,93,,
C1,93,416951.9688,28940.42578
C2,93,,
C3,93,396198.8125,25821.40234
C4,93,,
C5,93,338008.0625,23518.20703
C6,93,,
C7,93,369256.0938,26592.74219
C8,93,,
C9,93,367384.6875,23523.42969
C10,93,,
C11,93,,
C12,93,,
D1,93,366874.125,24743.34766
D2,93,,
D3,93,347136.0938,23717.39844
D4,93,,
D5,93,333858.4688,24287.14453
D6,93,,
D7,93,341227.9375,26160.16797
D8,93,,
D9,93,413915.1875,30241.07813
D10,93,,
D11,93,,
D12,93,,
E1,93,372459.1563,26381.58594
E2,93,,
E3,93,382354.6563,26468.75391
E4,93,,
E5,93,382990.8438,28370.3125
E6,93,,
E7,93,365789.5,26497.30859
E8,93,,
E9,93,382102.9688,26597.60156
E10,93,,
E11,93,,
E12,93,,
F1,93,391253.375,28759.64844
F2,93,,
F3,93,357883.6875,25286.84766
F4,93,,
F5,93,353615.9375,26331.47266
F6,93,,
F7,93,367226.4063,27177.30469
F8,93,,
F9,93,384539.2188,27331.87891
F10,93,,
F11,93,,
F12,93,,
G1,93,328436.4375,27077.57031
G2,93,,
G3,93,349566.0625,26622.21875
G4,93,,
G5,93,350740.7188,28518.20313
G6,93,,
G7,93,332318.375,26651.20703
G8,93,,
G9,93,419616.1875,36452.49219
G10,93,,
G11,93,,
G12,93,,
H1,93,263100.4063,28943.875
H2,93,,
H3,93,275836.0938,31409.82813
H4,93,,
H5,93,56336.19922,32170.49805
H6,93,,
H7,93,280266.5,31861.59766
H8,93,,
H9,93,-10612.5752,-2061.52002
H10,93,,
H11,93,,
H12,93,,
A1,94,-7429.161621,31309.58789
A2,94,,
A3,94,-6964.799805,39879.74219
A4,94,,
A5,94,-8571.043945,33748.26953
A6,94,,
A7,94,-9215.987305,35500.77344
A8,94,,
A9,94,-7931.779785,39568.03516
A10,94,,
A11,94,,
A12,94,,
B1,94,-10389.33008,29511.81445
B2,94,,
B3,94,-12836.31543,37056.25781
B4,94,,
B5,94,-12654.23828,32269.13867
B6,94,,
B7,94,-14611.22949,31415.33594
B8,94,,
B9,94,-11117.98145,33238.84766
B10,94,,
B11,94,,
B12,94,,
C1,94,-13676.9209,39690.78516
C2,94,,
C3,94,-15611.77832,36094.04297
C4,94,,
C5,94,-17819.59766,32165.43359
C6,94,,
C7,94,-14920.43457,22528.08594
C8,94,,
C9,94,-13017.08008,34546.59766
C10,94,,
C11,94,,
C12,94,,
D1,94,-14865.58594,33416.75
D2,94,,
D3,94,-16450.10156,32970.47266
D4,94,,
D5,94,-15966.50586,31267.2207
D6,94,,
D7,94,-14124.5498,22811.41406
D8,94,,
D9,94,-13997.13281,36199.88672
D10,94,,
D11,94,,
D12,94,,
E1,94,-14949.25488,34941.84766
E2,94,,
E3,94,-14749.98828,35569.25391
E4,94,,
E5,94,-14269.39258,36452.23047
E6,94,,
E7,94,-14463.0918,34955.125
E8,94,,
E9,94,-14010.16895,31617.41211
E10,94,,
E11,94,,
E12,94,,
F1,94,-15212.61426,37170.26172
F2,94,,
F3,94,-14561.41309,35338.53906
F4,94,,
F5,94,-12698.43262,34367.57031
F6,94,,
F7,94,-15154.87402,35254.35938
F8,94,,
F9,94,-14218.08887,37785.29688
F10,94,,
F11,94,,
F12,94,,
G1,94,-13442.94043,33709.53125
G2,94,,
G3,94,-14280.91895,35250.5625
G4,94,,
G5,94,-14563.24805,36852.93359
G6,94,,
G7,94,-15167.35059,33721.14453
G8,94,,
G9,94,-13833.15723,44501.30078
G10,94,,
G11,94,,
G12,94,,
H1,94,-15155.68945,31865.78711
H2,94,,
H3,94,-14906.75684,36240.42188
H4,94,,
H5,94,-13430.97559,33771.36719
H6,94,,
H7,94,-15442.08496,35571.37109
H8,94,,
H9,94,-11183.74609,-2142.951904
H10,94,,
H11,94,,
H12,94,,
A1,95,290679.0625,24384.8125
A2,95,,
A3,95,362897,30262.33594
A4,95,,
A5,95,319341.8438,23398.62109
A6,95,,
A7,95,352731.7188,25731.95313
A8,95,,
A9,95,385638.125,27351.80859
A10,95,,
A11,95,,
A12,95,,
B1,95,276261.625,23842.10156
B2,95,,
B3,95,347770.75,26516.375
B4,95,,
B5,95,310549.2188,22142.47656
B6,95,,
B7,95,318816.0625,22956.68359
B8,95,,
B9,95,324211.5938,23353.16016
B10,95,,
B11,95,,
B12,95,,
C1,95,357589.75,29692.83984
C2,95,,
C3,95,340132.0938,26705.33203
C4,95,,
C5,95,311277.2813,23734.74219
C6,95,,
C7,95,343610.1563,26016.70313
C8,95,,
C9,95,333230.1875,23699.21484
C10,95,,
C11,95,,
C12,95,,
D1,95,316406.9063,25857.48047
D2,95,,
D3,95,317119.9688,24198.77344
D4,95,,
D5,95,307075.75,24156.50781
D6,95,,
D7,95,315038.4688,25319.45703
D8,95,,
D9,95,388485.7813,30143.54297
D10,95,,
D11,95,,
D12,95,,
E1,95,313606.1875,27099.00391
E2,95,,
E3,95,345580.8438,26932.67578
E4,95,,
E5,95,351082.4063,28121.75391
E6,95,,
E7,95,334582.75,25904.16406
E8,95,,
E9,95,354846.1563,26549.42188
E10,95,,
E11,95,,
E12,95,,
F1,95,327010.0625,29466.18359
F2,95,,
F3,95,305439.5313,26360.13672
F4,95,,
F5,95,320521.9688,26502.80078
F6,95,,
F7,95,337215.3125,26917.91406
F8,95,,
F9,95,340041.375,28048.54297
F10,95,,
F11,95,,
F12,95,,
G1,95,246951.5313,27412.59766
G2,95,,
G3,95,289162.4688,27431.85156
G4,95,,
G5,95,309714.3125,28822.29297
G6,95,,
G7,95,295725.0625,26605.96484
G8,95,,
G9,95,368333.0625,37022.60156
G10,95,,
G11,95,,
G12,95,,
H1,95,180914.8125,29446.80859
H2,95,,
H3,95,207006.2813,31730.82031
H4,95,,
H5,95,46424.14453,30798.93359
H6,95,,
H7,95,248333.4375,31257.24609
H8,95,,
H9,95,-10625.5459,-2068.965332
H10,95,,
H11,95,,
H12,95,,
A1,96,340717.2188,23432.96484
A2,96,,
A3,96,420329.7188,29337.82422
A4,96,,
A5,96,355202,23039.49219
A6,96,,
A7,96,390843.5625,25587.18359
A8,96,,
A9,96,432343.9688,26657.55078
A10,96,,
A11,96,,
A12,96,,
B1,96,314019.0313,22463.07422
B2,96,,
B3,96,406161.5938,25636.96875
B4,96,,
B5,96,340857.5938,21898.14063
B6,96,,
B7,96,338701.75,22459.54297
B8,96,,
B9,96,359795.5625,23470.87891
B10,96,,
B11,96,,
B12,96,,
C1,96,413500.7188,28681.35156
C2,96,,
C3,96,395156.6563,25751.48047
C4,96,,
C5,96,336188.9688,23258.01563
C6,96,,
C7,96,367766.6563,26395.25
C8,96,,
C9,96,367213.875,23463.93359
C10,96,,
C11,96,,
C12,96,,
D1,96,365628.6875,24599.89063
D2,96,,
D3,96,346671.8125,23678.73047
D4,96,,
D5,96,335473.9063,24422.17188
D6,96,,
D7,96,341785.4688,26117.11328
D8,96,,
D9,96,413839.0313,30171.39844
D10,96,,
D11,96,,
D12,96,,
E1,96,371395.625,26230.60547
E2,96,,
E3,96,382562.6563,26441.92578
E4,96,,
E5,96,382310.7188,28258.38281
E6,96,,
E7,96,366632.7188,26476.875
E8,96,,
E9,96,383780.4688,26640.73047
E10,96,,
E11,96,,
E12,96,,
F1,96,391214.7188,28540.73438
F2,96,,
F3,96,360639.5625,25316.00391
F4,96,,
F5,96,356224.5625,26352.03906
F6,96,,
F7,96,369404.75,27196.70313
F8,96,,
F9,96,386113.75,27245.85156
F10,96,,
F11,96,,
F12,96,,
G1,96,337610.4375,26768.94141
G2,96,,
G3,96,356165.7188,26140.36719
G4,96,,
G5,96,357927.375,27897.07422
G6,96,,
G7,96,339139.3438,26158.90234
G8,96,,
G9,96,429755.875,36023.08203
G10,96,,
G11,96,,
G12,96,,
H1,96,293057.3125,27650.92969
H2,96,,
H3,96,311350.9688,29997.3125
H4,96,,
H5,96,62699.82813,32001.29102
H6,96,,
H7,96,318548.5938,30407.43359
H8,96,,
H9,96,-10677.26367,-2051.652344
H10,96,,
H11,96,,
H12,96,,
A1,97,-7697.139648,31291.17383
A2,97,,
A3,97,-7239.999023,39846.34375
A4,97,,
A5,97,-8628.786133,33662.50781
A6,97,,
A7,97,-9249.405273,35442.07422
A8,97,,
A9,97,-7950.058105,39591.5
A10,97,,
A11,97,,
A12,97,,
B1,97,-10288.14063,29552.3418
B2,97,,
B3,97,-12336.83203,37085.23438
B4,97,,
B5,97,-12610.49414,32157.46875
B6,97,,
B7,97,-14548.91309,31562.0625
B8,97,,
B9,97,-11044.21094,33125.01953
B10,97,,
B11,97,,
B12,97,,
C1,97,-13417.76074,39657.47266
C2,97,,
C3,97,-15373.55762,36023.15234
C4,97,,
C5,97,-17723.66992,32133.4707
C6,97,,
C7,97,-14844.9209,22367.88281
C8,97,,
C9,97,-12879.91016,34591.72656
C10,97,,
C11,97,,
C12,97,,
D1,97,-14851.27246,33408.60547
D2,97,,
D3,97,-16419.29102,32893.38672
D4,97,,
D5,97,-15949.53516,31214.26758
D6,97,,
D7,97,-14075.21777,22626.92383
D8,97,,
D9,97,-14005.24023,36285.20313
D10,97,,
D11,97,,
D12,97,,
E1,97,-14930.40723,35010.21875
E2,97,,
E3,97,-14748.82715,35549.83984
E4,97,,
E5,97,-14280.11621,36367.21875
E6,97,,
E7,97,-14473.70313,34750.46484
E8,97,,
